SD NO.,SD_Name,YEAR,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC,ANNUAL,JAN-FEB,Mar-May,Jun-Sep,Oct-Dec
28,COSTAL ANDHRA PRADESH,1971,2.10,19.30,20.40,88.30,72.40,73.70,79.20,151.30,179.10,198.40,18.00,4.20,906.40,21.40,181.10,483.30,220.60
29,TELENGANA,1971,3.80,9.20,9.10,16.00,43.00,122.30,84.50,144.50,101.70,135.20,0.20,0.00,669.50,13.00,68.10,453.00,135.40
30,RAYALSEEMA,1971,2.40,3.40,15.10,21.10,48.20,31.60,46.20,96.00,91.10,157.90,25.00,13.70,551.70,5.80,84.40,264.90,196.60
31,TAMIL NADU & PONDICHERRY,1971,19.30,11.10,37.80,40.60,75.70,46.90,87.20,127.80,109.00,221.30,71.30,199.60,1047.60,30.40,154.10,370.90,492.20
32,COASTAL KARNATAKA,1971,0.00,0.10,0.40,23.50,268.30,1113.20,1017.00,532.60,215.60,55.20,7.00,2.50,3235.40,0.10,292.20,2878.40,64.70
33,NORTH INTERIOR KARNATAKA,1971,0.90,0.00,0.30,23.90,69.30,102.20,53.70,121.00,109.00,131.20,0.60,0.00,612.10,0.90,93.50,385.90,131.80
34,SOUTH INTERIOR KARNATAKA,1971,1.90,4.60,2.80,38.20,100.10,204.50,175.10,180.00,161.50,122.40,17.10,10.20,1018.40,6.50,141.10,721.10,149.70
35,KERALA,1971,31.60,18.50,20.00,113.00,317.50,889.60,648.60,385.20,331.20,220.90,38.30,62.30,3076.70,50.10,450.50,2254.60,321.50
36,LAKSHADWEEP ,1971,3.80,12.30,5.40,25.00,271.60,333.90,308.10,349.60,281.80,113.80,63.00,133.10,1901.40,16.10,302.00,1273.40,309.90
1,ANDAMAN & NICOBAR ISLANDS,1972,13.70,1.70,7.50,178.30,420.20,470.00,544.60,384.90,444.50,263.80,413.90,180.00,3323.10,15.40,606.00,1844.00,857.70
2,ARUNACHAL PRADESH,1972,39.20,114.20,108.30,231.50,299.50,314.40,438.30,270.70,334.50,83.30,25.90,21.50,2281.30,153.40,639.30,1357.90,130.70
3,ASSAM & MEGHALAYA,1972,16.50,38.80,103.10,241.70,325.30,641.50,475.40,277.20,243.70,108.10,3.20,4.70,2479.20,55.30,670.10,1637.80,116.00
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1972,4.50,46.30,32.80,145.00,169.10,235.60,262.70,270.80,129.60,45.00,12.50,0.00,1353.90,50.80,346.90,898.70,57.50
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1972,10.80,44.20,71.30,167.50,336.30,462.20,527.30,316.90,361.60,88.60,14.60,1.70,2403.00,55.00,575.10,1668.00,104.90
6,GANGETIC WEST BENGAL,1972,2.80,43.10,4.10,16.40,25.10,125.90,288.30,543.20,222.50,59.70,2.10,0.00,1333.20,45.90,45.60,1179.90,61.80
7,ORISSA,1972,0.00,22.00,2.60,25.90,16.30,133.90,333.90,383.40,282.70,83.10,40.90,0.30,1325.00,22.00,44.80,1133.90,124.30
8,JHARKHAND,1972,8.60,46.50,0.20,9.10,3.20,75.90,248.50,352.70,175.10,54.40,21.60,0.40,996.20,55.10,12.50,852.20,76.40
9,BIHAR ,1972,12.90,38.00,2.70,3.20,3.40,56.70,163.40,154.90,209.70,48.40,24.60,0.00,717.90,50.90,9.30,584.70,73.00
10,EAST UTTAR PRADESH,1972,9.70,23.30,3.10,1.10,1.00,26.90,186.00,207.50,167.70,24.50,14.70,0.40,665.90,33.00,5.20,588.10,39.60
11,WEST UTTAR PRADESH,1972,4.00,26.40,4.50,3.10,0.40,31.70,166.10,211.20,118.40,7.50,9.40,1.50,584.20,30.40,8.00,527.40,18.40
12,UTTARANCHAL,1972,30.30,91.40,44.70,50.40,7.40,62.40,312.40,218.60,212.10,18.80,8.00,17.00,1073.50,121.70,102.50,805.50,43.80
13,"HARYANA, DELHI & CHANDIGARH",1972,7.30,11.80,5.70,12.10,0.20,24.40,133.70,179.20,13.40,8.10,33.00,3.10,432.00,19.10,18.00,350.70,44.20
14,PUNJAB ,1972,9.10,31.90,10.80,6.50,0.10,23.80,192.90,132.30,26.10,7.90,19.60,10.10,471.10,41.00,17.40,375.10,37.60
15,HIMACHAL PRADESH,1972,55.00,77.00,55.00,82.10,21.30,43.80,184.20,159.90,57.60,31.10,21.30,54.00,842.30,132.00,158.40,445.50,106.40
16,JAMMU & KASHMIR,1972,79.70,146.20,173.70,127.70,79.50,30.50,127.70,138.10,62.80,93.30,31.90,102.10,1193.20,225.90,380.90,359.10,227.30
17,WEST RAJASTHAN ,1972,1.10,0.80,0.00,2.40,1.40,35.00,39.10,102.40,2.20,0.50,0.60,0.40,185.90,1.90,3.80,178.70,1.50
18,EAST  RAJASTHAN ,1972,0.40,4.40,0.00,1.10,0.80,71.60,84.50,262.30,21.80,3.30,3.30,0.10,453.60,4.80,1.90,440.20,6.70
19,WEST MADHYA PRADESH,1972,0.10,3.70,0.10,0.10,1.90,92.00,161.50,421.30,74.40,3.90,10.10,1.10,770.20,3.80,2.10,749.20,15.10
20,EAST MADHYA PRADESH,1972,0.40,10.40,0.10,2.30,0.20,54.10,207.70,555.70,140.80,25.40,34.90,6.20,1038.20,10.80,2.60,958.30,66.50
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1972,0.10,1.90,0.00,0.00,1.70,85.50,212.70,182.00,23.80,0.20,0.00,0.00,507.90,2.00,1.70,504.00,0.20
22,SAURASHTRA KUTCH & DIU,1972,0.00,3.10,0.00,0.00,0.30,83.30,93.60,24.30,4.10,0.50,0.00,0.00,209.20,3.10,0.30,205.30,0.50
23,KOKAN & GOA,1972,0.00,0.10,0.00,0.60,10.70,633.90,742.60,321.70,140.40,8.60,24.50,0.00,1883.10,0.10,11.30,1838.60,33.10
24,MADHYA MAHARASHTRA,1972,0.00,0.20,0.00,4.00,13.80,90.40,195.10,99.30,88.10,7.30,21.60,0.10,519.90,0.20,17.80,472.90,29.00
25,MARATWADA ,1972,0.00,0.00,0.00,0.10,3.00,115.10,41.90,85.30,65.30,4.20,28.40,3.80,347.10,0.00,3.10,307.60,36.40
26,VIDARBHA,1972,0.00,1.10,0.00,3.80,3.40,139.80,197.70,280.80,60.70,20.90,28.50,4.20,740.90,1.10,7.20,679.00,53.60
27,CHATTISGARH,1972,0.10,17.30,1.20,17.80,6.00,132.50,313.00,368.90,225.90,53.70,33.60,3.60,1173.60,17.40,25.00,1040.30,90.90
28,COSTAL ANDHRA PRADESH,1972,0.20,22.10,0.00,20.50,23.60,112.60,90.10,60.80,145.90,336.90,127.80,59.30,999.80,22.30,44.10,409.40,524.00
29,TELENGANA,1972,0.00,6.40,0.00,17.30,11.80,141.50,153.80,78.10,77.60,62.50,57.10,2.60,608.70,6.40,29.10,451.00,122.20
30,RAYALSEEMA,1972,1.70,0.60,0.00,13.00,85.50,90.10,28.20,19.80,131.60,177.00,78.00,57.40,682.90,2.30,98.50,269.70,312.40
31,TAMIL NADU & PONDICHERRY,1972,4.00,1.20,1.00,14.00,151.10,55.10,49.20,42.70,175.30,273.10,126.00,200.60,1093.30,5.20,166.10,322.30,599.70
32,COASTAL KARNATAKA,1972,0.00,0.50,0.20,17.00,153.40,716.90,1068.80,522.90,131.20,201.60,38.70,5.80,2857.00,0.50,170.60,2439.80,246.10
33,NORTH INTERIOR KARNATAKA,1972,0.00,2.40,1.30,19.50,45.90,79.40,100.80,40.70,126.30,47.20,34.40,1.40,499.30,2.40,66.70,347.20,83.00
34,SOUTH INTERIOR KARNATAKA,1972,0.00,1.10,0.10,26.80,190.80,154.10,213.90,96.60,177.00,136.10,26.70,41.40,1064.60,1.10,217.70,641.60,204.20
35,KERALA,1972,2.60,7.50,2.50,87.50,436.00,401.80,714.40,294.90,185.70,351.50,140.50,114.30,2739.20,10.10,526.00,1596.80,606.30
36,LAKSHADWEEP ,1972,0.00,1.10,0.00,11.40,81.30,349.20,197.30,172.50,152.00,219.20,94.20,9.40,1287.60,1.10,92.70,871.00,322.80
1,ANDAMAN & NICOBAR ISLANDS,1973,18.10,20.30,30.50,29.60,418.60,488.60,371.40,370.30,357.50,247.20,349.80,289.10,2991.00,38.40,478.70,1587.80,886.10
2,ARUNACHAL PRADESH,1973,136.40,147.10,82.30,215.30,256.50,571.10,284.80,271.30,258.30,110.20,88.90,35.40,2457.60,283.50,554.10,1385.50,234.50
3,ASSAM & MEGHALAYA,1973,9.90,80.70,29.50,269.20,355.30,719.90,414.10,410.70,383.10,132.90,76.30,39.40,2921.00,90.60,654.00,1927.80,248.60
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1973,16.50,45.60,29.50,133.40,329.90,389.80,265.80,327.60,228.00,154.50,163.90,43.60,2128.10,62.10,492.80,1211.20,362.00
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1973,16.60,52.00,54.50,94.00,335.20,631.00,390.20,387.50,399.80,298.40,13.00,4.70,2676.90,68.60,483.70,1808.50,316.10
6,GANGETIC WEST BENGAL,1973,1.30,8.90,67.60,26.00,134.20,204.20,304.90,335.00,401.60,206.60,20.90,23.90,1735.10,10.20,227.80,1245.70,251.40
7,ORISSA,1973,1.70,5.70,33.40,8.70,67.50,103.20,434.90,380.90,266.50,244.70,13.30,13.00,1573.50,7.40,109.60,1185.50,271.00
8,JHARKHAND,1973,10.60,15.20,23.90,7.10,56.40,184.30,224.30,294.60,365.40,245.10,13.70,0.60,1441.20,25.80,87.40,1068.60,259.40
9,BIHAR ,1973,22.90,10.20,3.80,4.40,65.00,200.90,185.10,258.90,271.40,158.20,8.30,0.00,1189.10,33.10,73.20,916.30,166.50
10,EAST UTTAR PRADESH,1973,11.70,18.30,0.70,0.00,17.90,119.70,245.10,257.80,174.50,112.80,0.10,0.10,958.70,30.00,18.60,797.10,113.00
11,WEST UTTAR PRADESH,1973,7.60,12.70,2.50,0.00,8.00,79.90,265.50,292.00,87.10,51.00,0.10,1.60,808.00,20.30,10.50,724.50,52.70
12,UTTARANCHAL,1973,72.90,65.70,47.70,1.80,44.70,254.30,265.00,296.90,129.40,46.60,1.60,9.20,1235.80,138.60,94.20,945.60,57.40
13,"HARYANA, DELHI & CHANDIGARH",1973,15.20,4.90,3.30,0.50,32.50,74.00,120.10,185.20,55.30,18.40,0.00,9.00,518.40,20.10,36.30,434.60,27.40
14,PUNJAB ,1973,26.00,32.40,8.20,1.80,41.20,111.40,170.50,256.30,43.30,19.60,0.00,32.40,743.10,58.40,51.20,581.50,52.00
15,HIMACHAL PRADESH,1973,116.80,80.60,68.40,15.70,40.00,99.10,167.80,213.90,86.30,32.10,5.40,29.10,955.20,197.40,124.10,567.10,66.60
16,JAMMU & KASHMIR,1973,158.70,97.10,153.60,65.80,56.80,26.40,180.50,310.60,42.50,20.30,0.00,52.90,1165.20,255.80,276.20,560.00,73.20
17,WEST RAJASTHAN ,1973,0.60,0.40,0.00,0.00,10.90,15.80,64.80,311.30,48.80,0.40,0.00,1.80,454.80,1.00,10.90,440.70,2.20
18,EAST  RAJASTHAN ,1973,3.30,3.30,0.60,0.10,12.80,34.90,255.10,376.60,234.70,6.90,0.00,1.90,930.20,6.60,13.50,901.30,8.80
19,WEST MADHYA PRADESH,1973,0.10,5.20,0.00,0.30,2.60,74.00,553.10,478.80,256.60,26.20,0.20,9.80,1406.90,5.30,2.90,1362.50,36.20
20,EAST MADHYA PRADESH,1973,1.00,29.30,0.10,1.00,1.10,54.80,440.40,430.20,205.20,81.70,0.00,7.60,1252.40,30.30,2.20,1130.60,89.30
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1973,0.20,0.50,0.10,0.00,1.20,95.90,300.50,374.30,388.40,8.20,0.00,0.10,1169.40,0.70,1.30,1159.10,8.30
22,SAURASHTRA KUTCH & DIU,1973,0.80,0.10,0.00,0.00,0.40,51.00,177.70,78.70,67.70,6.20,0.00,0.00,382.60,0.90,0.40,375.10,6.20
23,KOKAN & GOA,1973,0.00,0.80,0.00,0.00,3.10,468.70,939.30,907.80,433.70,103.60,3.20,0.20,2860.40,0.80,3.10,2749.50,107.00
24,MADHYA MAHARASHTRA,1973,0.00,3.00,1.80,3.20,10.10,124.70,312.00,243.90,172.80,104.80,3.90,0.40,980.60,3.00,15.10,853.40,109.10
25,MARATWADA ,1973,0.00,0.70,0.00,3.80,0.60,112.30,203.10,334.90,115.60,99.30,1.00,0.00,871.30,0.70,4.40,765.90,100.30
26,VIDARBHA,1973,1.70,5.00,0.30,2.30,1.50,75.10,428.50,346.40,136.40,163.40,1.40,0.50,1162.50,6.70,4.10,986.40,165.30
27,CHATTISGARH,1973,3.00,8.50,2.20,2.50,5.80,92.90,425.30,399.60,295.00,216.20,2.20,0.00,1453.20,11.50,10.50,1212.80,218.40
28,COSTAL ANDHRA PRADESH,1973,0.00,0.20,6.80,1.20,32.80,58.70,119.10,170.50,110.10,242.90,52.60,14.30,809.20,0.20,40.80,458.40,309.80
29,TELENGANA,1973,0.00,0.00,1.40,3.50,7.00,119.00,196.90,313.50,88.50,219.60,10.00,0.00,959.40,0.00,11.90,717.90,229.60
30,RAYALSEEMA,1973,0.00,0.00,0.00,2.00,23.70,58.20,62.50,137.80,151.70,170.80,27.80,20.00,654.50,0.00,25.70,410.20,218.60
31,TAMIL NADU & PONDICHERRY,1973,0.30,0.20,5.30,20.70,57.00,63.50,92.30,87.60,130.40,195.20,79.10,127.10,858.70,0.50,83.00,373.80,401.40
32,COASTAL KARNATAKA,1973,0.00,0.00,0.00,15.30,83.00,765.50,982.10,915.90,178.50,140.70,39.60,5.40,3126.00,0.00,98.30,2842.00,185.70
33,NORTH INTERIOR KARNATAKA,1973,0.00,0.00,0.20,10.00,29.60,137.80,102.50,154.50,103.10,216.80,6.00,0.50,761.00,0.00,39.80,497.90,223.30
34,SOUTH INTERIOR KARNATAKA,1973,0.00,0.00,0.20,22.00,102.00,214.90,232.40,221.10,116.60,142.10,27.00,8.80,1087.10,0.00,124.20,785.00,177.90
35,KERALA,1973,0.00,0.30,12.30,131.50,119.90,617.00,583.50,487.50,61.30,260.80,84.50,53.80,2412.40,0.30,263.70,1749.30,399.10
36,LAKSHADWEEP ,1973,0.30,5.80,0.00,40.70,96.30,260.50,299.90,437.90,57.30,150.90,108.10,99.70,1557.40,6.10,137.00,1055.60,358.70
1,ANDAMAN & NICOBAR ISLANDS,1974,22.20,43.90,17.20,301.40,353.30,343.80,257.10,456.20,321.60,398.40,372.20,74.80,2962.10,66.10,671.90,1378.70,845.40
2,ARUNACHAL PRADESH,1974,130.90,95.40,127.80,272.60,248.30,466.70,648.90,446.80,461.20,121.10,14.00,30.30,3064.00,226.30,648.70,2023.60,165.40
3,ASSAM & MEGHALAYA,1974,30.20,10.80,80.50,292.80,380.40,669.60,961.80,589.10,557.10,320.50,26.70,2.00,3921.50,41.00,753.70,2777.60,349.20
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1974,8.50,2.40,96.80,166.90,227.70,437.90,517.30,357.00,277.40,167.50,86.20,0.20,2345.80,10.90,491.40,1589.60,253.90
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1974,18.20,4.50,94.00,211.40,361.10,489.00,745.10,581.10,445.60,173.50,3.60,13.20,3140.30,22.70,666.50,2260.80,190.30
6,GANGETIC WEST BENGAL,1974,3.60,0.00,83.10,29.80,94.50,96.40,438.50,317.10,262.70,140.30,4.60,0.00,1470.60,3.60,207.40,1114.70,144.90
7,ORISSA,1974,0.00,1.30,27.40,12.10,44.80,128.90,223.30,306.50,131.70,103.00,8.00,0.00,987.00,1.30,84.30,790.40,111.00
8,JHARKHAND,1974,2.60,0.50,24.30,3.30,51.90,64.90,334.90,331.70,235.00,76.60,0.30,1.00,1127.00,3.10,79.50,966.50,77.90
9,BIHAR ,1974,3.90,0.70,21.90,9.90,39.10,129.40,451.60,317.50,229.20,27.80,0.30,3.70,1235.00,4.60,70.90,1127.70,31.80
10,EAST UTTAR PRADESH,1974,0.50,3.20,4.90,0.20,7.00,53.30,375.60,257.40,126.60,38.20,1.50,13.70,882.10,3.70,12.10,812.90,53.40
11,WEST UTTAR PRADESH,1974,0.20,0.70,0.80,0.10,7.80,26.00,356.60,191.50,27.60,39.10,0.00,18.60,669.00,0.90,8.70,601.70,57.70
12,UTTARANCHAL,1974,56.70,28.00,18.10,12.20,22.00,86.20,392.90,347.30,102.60,46.90,4.50,43.60,1161.00,84.70,52.30,929.00,95.00
13,"HARYANA, DELHI & CHANDIGARH",1974,0.50,1.30,1.60,1.10,4.40,37.70,197.50,95.30,14.30,16.50,0.00,13.40,383.60,1.80,7.10,344.80,29.90
14,PUNJAB ,1974,3.20,2.00,3.10,1.30,6.90,71.00,136.70,101.30,14.40,0.60,0.00,15.80,356.30,5.20,11.30,323.40,16.40
15,HIMACHAL PRADESH,1974,75.00,44.60,33.70,24.60,41.80,76.40,168.80,204.60,30.50,28.80,2.40,45.10,776.30,119.60,100.10,480.30,76.30
16,JAMMU & KASHMIR,1974,132.10,107.90,77.80,48.90,71.80,110.10,87.90,49.80,26.10,10.40,0.30,97.10,820.20,240.00,198.50,273.90,107.80
17,WEST RAJASTHAN ,1974,0.00,0.00,0.00,1.00,23.00,21.20,87.10,20.40,6.00,6.70,0.00,0.80,166.20,0.00,24.00,134.70,7.50
18,EAST  RAJASTHAN ,1974,0.00,0.00,0.40,0.20,17.60,30.00,299.50,160.50,18.60,76.20,0.00,3.30,606.30,0.00,18.20,508.60,79.50
19,WEST MADHYA PRADESH,1974,0.20,0.60,0.30,0.70,14.60,40.80,289.50,372.90,65.30,89.00,0.80,1.90,876.60,0.80,15.60,768.50,91.70
20,EAST MADHYA PRADESH,1974,0.20,6.80,1.30,0.10,4.20,98.80,303.20,420.00,55.00,76.30,5.10,0.20,971.20,7.00,5.60,877.00,81.60
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1974,0.00,0.00,0.00,0.40,51.60,21.90,133.00,103.50,67.60,38.10,0.00,1.30,417.40,0.00,52.00,326.00,39.40
22,SAURASHTRA KUTCH & DIU,1974,0.00,0.00,0.00,0.20,8.20,15.80,50.80,25.60,46.30,27.50,0.00,0.40,174.80,0.00,8.40,138.50,27.90
23,KOKAN & GOA,1974,0.40,0.00,0.00,6.80,76.60,502.60,1133.50,774.30,354.60,231.60,0.00,0.00,3080.40,0.40,83.40,2765.00,231.60
24,MADHYA MAHARASHTRA,1974,0.00,0.10,2.50,14.60,60.90,77.50,217.90,184.70,201.50,152.00,0.10,0.00,911.80,0.10,78.00,681.60,152.10
25,MARATWADA ,1974,0.00,0.40,0.40,2.90,36.00,98.40,100.70,123.20,154.40,134.10,0.00,0.00,650.50,0.40,39.30,476.70,134.10
26,VIDARBHA,1974,0.00,4.80,1.20,0.50,12.60,93.20,211.00,281.40,68.10,162.60,5.40,0.00,840.80,4.80,14.30,653.70,168.00
27,CHATTISGARH,1974,0.00,6.30,2.40,2.50,12.40,120.50,257.60,352.10,94.00,99.10,10.80,0.00,957.70,6.30,17.30,824.20,109.90
28,COSTAL ANDHRA PRADESH,1974,0.00,0.70,6.50,8.20,23.50,90.50,108.00,107.00,203.40,237.60,55.50,0.10,841.00,0.70,38.20,508.90,293.20
29,TELENGANA,1974,0.00,0.00,1.00,8.50,42.30,103.70,109.40,172.30,143.50,242.90,8.10,0.00,831.70,0.00,51.80,528.90,251.00
30,RAYALSEEMA,1974,0.00,0.00,0.00,8.20,76.50,60.40,75.30,58.60,205.20,175.30,18.80,0.00,678.30,0.00,84.70,399.50,194.10
31,TAMIL NADU & PONDICHERRY,1974,0.60,8.90,6.70,30.40,59.50,40.60,79.80,63.50,178.00,114.80,47.80,22.20,652.80,9.50,96.60,361.90,184.80
32,COASTAL KARNATAKA,1974,0.00,0.00,5.50,25.80,168.10,474.70,1465.90,741.70,361.80,182.40,7.60,0.00,3433.50,0.00,199.40,3044.10,190.00
33,NORTH INTERIOR KARNATAKA,1974,0.00,0.00,5.10,24.50,87.50,94.80,97.60,95.60,244.50,178.50,0.50,0.00,828.60,0.00,117.10,532.50,179.00
34,SOUTH INTERIOR KARNATAKA,1974,0.10,0.00,4.30,34.90,112.60,71.00,281.40,166.80,234.60,137.80,6.40,0.00,1049.90,0.10,151.80,753.80,144.20
35,KERALA,1974,1.60,5.40,16.00,128.00,221.50,266.90,1004.20,533.60,383.60,142.10,61.00,3.60,2767.50,7.00,365.50,2188.30,206.70
36,LAKSHADWEEP ,1974,0.00,16.80,0.80,35.40,171.90,277.60,491.60,165.70,258.30,65.90,20.10,7.20,1511.30,16.80,208.10,1193.20,93.20
1,ANDAMAN & NICOBAR ISLANDS,1975,276.90,27.50,8.00,24.20,362.90,706.30,173.60,357.40,351.80,373.60,323.70,99.70,3085.60,304.40,395.10,1589.10,797.00
2,ARUNACHAL PRADESH,1975,17.30,76.90,101.70,165.10,188.00,268.50,427.00,185.20,297.00,451.60,21.50,13.60,2213.40,94.20,454.80,1177.70,486.70
3,ASSAM & MEGHALAYA,1975,9.00,21.30,17.40,242.70,331.20,357.00,594.60,329.60,315.60,190.10,17.10,6.00,2431.60,30.30,591.30,1596.80,213.20
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1975,0.90,24.60,17.90,164.40,243.40,358.40,548.80,256.00,291.50,204.00,151.10,0.30,2261.30,25.50,425.70,1454.70,355.40
5,SUB-HIMALAYAN W BENGAL & SIKKIM,1975,27.70,45.30,24.00,90.20,269.30,484.60,737.50,260.00,506.60,193.30,2.00,11.20,2651.70,73.00,383.50,1988.70,206.50
6,GANGETIC WEST BENGAL,1975,9.90,18.70,10.60,38.10,65.80,156.60,364.90,331.10,286.30,141.60,42.60,0.00,1466.20,28.60,114.50,1138.90,184.20
7,ORISSA,1975,1.80,17.70,21.50,18.20,18.40,193.30,279.50,437.00,251.70,135.10,17.50,0.30,1392.00,19.50,58.10,1161.50,152.90
8,JHARKHAND,1975,17.20,13.40,26.00,10.10,30.10,121.00,477.60,354.50,224.30,104.90,0.10,0.00,1379.20,30.60,66.20,1177.40,105.00
9,BIHAR ,1975,9.10,4.10,12.00,11.00,35.70,144.00,403.10,155.20,245.30,51.70,0.00,0.00,1071.20,13.20,58.70,947.60,51.70
10,EAST UTTAR PRADESH,1975,13.50,7.60,13.10,0.80,8.00,234.90,405.90,312.50,188.90,40.30,0.00,0.00,1225.50,21.10,21.90,1142.20,40.30
11,WEST UTTAR PRADESH,1975,13.40,7.80,6.90,0.80,2.50,159.70,273.10,245.60,256.90,22.30,0.00,0.00,989.00,21.20,10.20,935.30,22.30
12,UTTARANCHAL,1975,75.20,70.40,69.40,1.10,36.40,219.90,403.10,359.60,322.80,21.70,0.00,0.00,1579.60,145.60,106.90,1305.40,21.70
13,"HARYANA, DELHI & CHANDIGARH",1975,19.60,2.90,8.90,0.30,5.60,57.50,180.30,177.60,134.00,17.80,0.00,0.00,604.50,22.50,14.80,549.40,17.80
14,PUNJAB ,1975,21.10,20.40,20.00,1.30,3.30,60.00,230.60,195.10,148.80,5.20,0.00,0.00,705.80,41.50,24.60,634.50,5.20
15,HIMACHAL PRADESH,1975,137.80,124.70,126.30,25.40,35.10,86.90,214.00,191.80,95.30,13.80,0.20,2.70,1054.00,262.50,186.80,588.00,16.70
16,JAMMU & KASHMIR,1975,78.00,125.80,198.10,87.80,99.50,36.70,284.20,296.40,50.20,2.90,8.00,5.40,1273.00,203.80,385.40,667.50,16.30
17,WEST RAJASTHAN ,1975,1.10,0.30,0.80,0.10,2.70,56.80,184.60,145.60,135.20,26.20,0.00,0.50,553.90,1.40,3.60,522.20,26.70
18,EAST  RAJASTHAN ,1975,1.20,0.60,1.40,0.20,2.20,85.40,272.60,319.10,173.20,41.30,0.10,0.00,897.30,1.80,3.80,850.30,41.40
19,WEST MADHYA PRADESH,1975,1.20,3.40,0.60,0.20,3.40,136.20,265.40,357.70,245.30,51.00,0.00,0.30,1064.70,4.60,4.20,1004.60,51.30
20,EAST MADHYA PRADESH,1975,11.80,11.30,13.10,0.10,1.40,190.40,371.80,568.50,171.80,94.00,0.10,0.00,1434.30,23.10,14.60,1302.50,94.10
21,"GUJARAT REGION, DADRA & NAGAR HAVELI",1975,0.00,0.00,0.50,0.00,0.20,155.90,215.50,444.20,314.70,47.40,0.00,0.00,1178.40,0.00,0.70,1130.30,47.40
22,SAURASHTRA KUTCH & DIU,1975,0.70,0.00,0.00,0.00,0.00,101.30,89.90,189.30,199.20,110.50,0.00,0.00,690.90,0.70,0.00,579.70,110.50
23,KOKAN & GOA,1975,0.00,0.10,0.00,1.00,12.00,848.80,1014.60,857.90,558.90,188.80,20.40,0.00,3502.50,0.10,13.00,3280.20,209.20
24,MADHYA MAHARASHTRA,1975,0.40,1.10,0.10,1.00,15.40,165.60,228.00,223.20,242.80,158.30,4.80,0.00,1040.70,1.50,16.50,859.60,163.10
25,MARATWADA ,1975,2.10,8.30,7.30,0.00,11.30,117.20,249.00,231.70,309.90,113.90,0.10,0.00,1050.80,10.40,18.60,907.80,114.00
26,VIDARBHA,1975,3.50,22.40,7.00,1.10,6.40,264.30,321.30,316.00,288.90,92.80,0.30,0.00,1324.00,25.90,14.50,1190.50,93.10
27,CHATTISGARH,1975,8.60,6.50,10.80,3.80,8.10,200.30,409.90,427.40,255.90,136.40,1.40,0.00,1469.10,15.10,22.70,1293.50,137.80
28,COSTAL ANDHRA PRADESH,1975,2.10,6.00,1.40,2.00,27.90,150.90,152.90,159.50,198.20,317.80,76.30,3.50,1098.50,8.10,31.30,661.50,397.60
29,TELENGANA,1975,12.80,9.50,13.60,3.90,25.60,116.40,238.50,185.50,307.50,211.10,7.40,0.00,1131.80,22.30,43.10,847.90,218.50
30,RAYALSEEMA,1975,0.50,0.10,6.30,3.70,44.00,39.70,165.30,120.10,148.60,327.60,93.20,3.70,952.80,0.60,54.00,473.70,424.50
31,TAMIL NADU & PONDICHERRY,1975,6.00,4.30,34.80,20.80,80.80,46.80,129.10,121.30,147.80,165.30,130.30,36.40,923.70,10.30,136.40,445.00,332.00
32,COASTAL KARNATAKA,1975,0.30,0.00,7.00,8.00,103.00,1327.80,1095.50,958.60,537.10,199.50,63.10,0.10,4300.00,0.30,118.00,3919.00,262.70
33,NORTH INTERIOR KARNATAKA,1975,8.30,1.10,5.60,7.30,60.20,104.10,240.40,111.10,213.70,324.30,21.60,0.10,1097.80,9.40,73.10,669.30,346.00
34,SOUTH INTERIOR KARNATAKA,1975,4.10,3.10,15.90,21.50,94.60,224.60,258.40,254.30,222.60,158.90,75.70,1.40,1335.10,7.20,132.00,959.90,236.00
35,KERALA,1975,5.20,21.40,63.40,123.80,162.20,864.40,531.30,675.90,457.70,368.90,204.30,19.90,3498.40,26.60,349.40,2529.30,593.10
36,LAKSHADWEEP ,1975,8.60,0.70,18.40,92.90,282.20,250.00,278.00,348.40,299.50,111.60,155.20,45.00,1890.50,9.30,393.50,1175.90,311.80
1,ANDAMAN & NICOBAR ISLANDS,1976,20.90,9.70,0.60,161.60,551.40,441.40,382.10,487.70,387.00,166.80,307.20,359.60,3276.00,30.60,713.60,1698.20,833.60
2,ARUNACHAL PRADESH,1976,8.20,112.10,192.40,231.60,217.50,663.80,472.60,426.60,206.70,154.50,111.50,47.90,2845.40,120.30,641.50,1769.70,313.90
3,ASSAM & MEGHALAYA,1976,6.40,33.50,97.50,139.00,191.20,550.20,418.10,390.50,152.50,68.80,23.00,2.80,2073.50,39.90,427.70,1511.30,94.60
4,"NAGALAND, MANIPUR, MIZORAM,TRIPURA",1976,3.60,51.30,119.30,196.80,302.90,913.90,529.20,362.10,171.80,63.60,34.20,0.10,2748.80,54.90,619.00,1977.00,97.90
